title,artistName,yearAsString,genre,image,brightness,blockCount,colorCount,pink,brown,yellow,blue,gray,purple,black,orange,green,white,red,mean_b_gradients_horiz,mean_g_gradients_horiz,mean_r_gradients_horiz,mean_b_gradients_vert,mean_g_gradients_vert,mean_r_gradients_vert
Hasard,Arp Jean,,abstract,https://uploads4.wikiart.org/images/jean-arp/hasard.jpg!Large.jpg,73.57156862745097,7,3,0.0,24.070121951219512,56.85670731707317,0.0,0.17073170731707318,0.0,0.0,0.2103658536585366,0.0,18.692073170731707,0.0,0.009674871659865737,0.01134393063583815,0.00029739776951672863,0.013507250215189035,0.01398453970484891,0.012159390565484911
Hitler,Arp Jean,,abstract,https://uploads4.wikiart.org/images/jean-arp/hitler.jpg!Large.jpg,44.049829497016205,13,6,0.0,24.916666666666668,7.789855072463768,0.0,32.63405797101449,0.0,11.365942028985506,7.72463768115942,0.0,4.992753623188405,10.57608695652174,0.006800286327845383,0.007048984468339307,0.00484214603912454,0.007142290294421078,0.0020652950988958615,0.00477639536227418
Overturned Blue Shoe With Two Heels Under a Black Vault,Arp Jean,,abstract,https://uploads8.wikiart.org/images/jean-arp/not_detected_242996.jpg,59.22072072072072,4,4,0.0,12.64527027027027,0.0,0.0,56.62837837837837,0.0,6.793918918918919,0.0,0.0,23.93243243243243,0.0,0.007767924658005087,0.002499305748403221,0.010261930391101542,0.0070027040144214105,0.009817671809256662,0.017076552579727067
"Not far from the sun, the moon and the stars",Arp Jean,,abstract,https://uploads5.wikiart.org/images/jean-arp/not-far-from-the-sun-the-moon-and-the-stars.jpg,39.1513225424398,4,3,0.0,23.728187919463085,0.0,0.0,47.92281879194631,0.0,0.18456375838926176,28.16442953020134,0.0,0.0,0.0,0.007894736842105263,0.01049764512285082,0.012169944583288059,0.011911983676170518,0.0011429224527115835,0.0038499078191085567
Sun,Arp Jean,,abstract,https://uploads1.wikiart.org/images/jean-arp/sun.jpg!Large.jpg,48.57342325465218,3,3,0.0,5.031847133757962,0.0,0.0,79.89171974522293,0.0,0.0,15.07643312101911,0.0,0.0,0.0,0.00068660360085444,0.0067508071617258586,0.009038969898524771,0.005168744299179082,0.0032728354656352274,0.0015182405760638528
The Elements: Leaf transformed into a torso,Arp Jean,,abstract,https://uploads4.wikiart.org/images/jean-arp/the-elements-leaf-transformed-into-a-torso.jpg,93.76496459694988,2,2,0.0,0.0,17.270833333333332,0.0,0.15972222222222224,0.0,0.0,0.003472222222222222,0.0,82.56597222222221,0.0,0.0033640552995391707,0.0072423398328690805,0.0009201859744285161,0.003067484662576687,0.009052566608373624,0.0015338182178021868
Horizontal Vertical,Itten Johannes,1915,abstract,https://uploads1.wikiart.org/images/johannes-itten/horizontal-vertical-1915.jpg!Large.jpg,40.32278566599054,6,4,0.0,60.84137931034482,8.979310344827587,0.0,12.834482758620688,0.0,0.0,17.193103448275863,0.0,0.0034482758620689655,0.1482758620689655,0.0017283486755588953,0.0018154998297968909,0.002926609635299415,0.008666235888859326,0.00782651853548658,0.008380952380952381
The Meeting,Itten Johannes,1916,abstract,https://uploads7.wikiart.org/images/johannes-itten/die-begegnung-1916(1).jpg,32.71503692386046,9,2,0.0,73.69155844155844,0.061688311688311695,0.0,22.51298701298701,0.0,0.0,3.7337662337662336,0.0,0.0,0.0,0.008204685307135917,0.0004319032536711777,0.002272001136000568,0.006767458603311735,0.0049634931482214146,0.005999142979574347
Untitled,Itten Johannes,1918,abstract,https://uploads8.wikiart.org/images/johannes-itten/untitled-1918.jpg,67.63494582043343,1,4,0.0,0.14144736842105265,5.641447368421053,0.0,77.59539473684211,0.0,0.0,9.87828947368421,0.0,6.720394736842106,0.023026315789473683,0.007395063014269347,0.0,0.0035998881588144836,0.007398659210114974,0.001606818499371245,0.008729050279329608
Linienrhythmus,Itten Johannes,1919,abstract,https://uploads5.wikiart.org/images/johannes-itten/linienrhythmus-1919.jpg,53.09041053921568,2,3,0.0,38.166666666666664,0.0,0.0,29.078125,0.0,0.0,0.0,0.0,32.755208333333336,0.0,0.007767979370284295,0.00694223297879116,0.0060907554450078125,0.002715370939065783,0.0019373587342589602,0.008011112187873502
Komposition,Itten Johannes,1919,abstract,https://uploads2.wikiart.org/images/johannes-itten/komposition-1919.jpg,24.78050276520865,9,4,0.0,17.77179487179487,0.0,0.0,12.976923076923077,0.0,54.34615384615385,0.0,0.0,14.905128205128204,0.0,3.013591296748335e-05,3.013591296748335e-05,3.013591296748335e-05,0.005517709071853519,0.005517709071853519,0.005517709071853519
Farbformen und Struktuten,Itten Johannes,1953,abstract,https://uploads7.wikiart.org/images/johannes-itten/farbformen-und-struktuten-1953.jpg,39.004566390314515,9,2,0.0,36.553691275167786,3.993288590604027,3.073825503355705,52.14093959731544,1.1208053691275168,0.2449664429530201,2.0738255033557045,0.0,0.5469798657718121,0.25167785234899326,0.0013754162443897495,0.002255119484959808,0.0015107410000368474,0.001305293691080493,0.008331506248629687,0.0010006300263128637
Plumen,Itten Johannes,1957,abstract,https://uploads6.wikiart.org/images/johannes-itten/plumen-1957.jpg,14.270224719101124,16,3,0.0,53.49438202247191,0.0,0.0,11.148876404494382,0.0,34.943820224719104,0.39325842696629215,0.0,0.0028089887640449437,0.016853932584269662,0.0054922135706340375,0.005994781014175894,0.006207694735734577,0.0030320124100973065,0.007204251221512893,0.00864788233209286
Composition in Orange and Blue-Green,Itten Johannes,1957,abstract,https://uploads0.wikiart.org/images/johannes-itten/composition-in-orange-and-blue-green-1957.jpg,45.56670723461798,9,3,0.0,32.275862068965516,0.8999999999999999,0.0,46.26896551724138,0.0,0.010344827586206896,19.03103448275862,0.0,1.513793103448276,0.0,0.00885052847163808,0.008752975645486175,0.00040228203627852544,0.006058591008164321,0.003504888396974728,0.0029908060406897315
African,Itten Johannes,1958,abstract,https://uploads7.wikiart.org/images/johannes-itten/african-1958.jpg,33.90467462347258,11,2,0.0,49.2463768115942,0.0,0.0,47.268115942028984,0.0,0.8478260869565218,2.63768115942029,0.0,0.0,0.0,0.0066326726220143385,0.001620120351797562,0.002416292716603383,0.009698649116730169,0.0034408103301631484,0.0035788501500808125
Moonlit Landscape,Itten Johannes,1958,abstract,https://uploads8.wikiart.org/images/johannes-itten/moonlit-landscape-1958.jpg,26.662355455002512,4,2,0.0,62.82692307692308,0.0,0.0,37.17307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.007158343944660495,0.00569515394173685,0.003984611156911239,0.008653122648607976,0.004205559544568673,0.005353428581170935
Flames,Itten Johannes,1961,abstract,https://uploads6.wikiart.org/images/johannes-itten/flames-1961.jpg,61.092458521870284,4,3,0.0,19.176923076923078,4.196153846153846,0.0,54.5923076923077,0.0,0.9923076923076923,1.7000000000000002,0.0,19.342307692307692,0.0,0.009527654420670165,0.0040586062746053005,0.0052178133721635725,0.00032597180343900254,0.009945381918969593,0.008263453553692094
Kreise und Quadrate,Itten Johannes,1963,abstract,https://uploads1.wikiart.org/images/johannes-itten/kreise-und-quadrate-1963.jpg,34.634173669467785,4,3,0.0,83.98872180451129,0.0,0.0,5.849624060150376,0.0,0.0,0.011278195488721804,0.0,10.150375939849624,0.0,0.0012447616281482097,0.00025409731927328164,0.00029502254815189446,0.004410785619174434,0.0030471031359769773,0.0010505084460879065
Die Fremden Kreise,Itten Johannes,1963,abstract,https://uploads0.wikiart.org/images/johannes-itten/die-fremden-kreise-1963.jpg,43.11779788838613,9,3,0.0,38.66863905325444,3.6863905325443787,0.0,48.387573964497044,0.0,0.0,9.257396449704142,0.0,0.0,0.0,0.0011344299489506524,0.008831908831908831,0.00563745229174691,0.007939425126810262,0.0036071849234393404,0.008362899138367968
Happy Island,Itten Johannes,1965,abstract,https://uploads3.wikiart.org/images/johannes-itten/happy-island-1965.jpg,44.34269582178421,20,1,0.0,0.4790575916230367,0.0,0.0,96.59947643979058,0.0,0.0,1.3795811518324608,0.0,0.0,1.5418848167539267,2.8627866365119808e-05,8.736167734420501e-05,0.002906642108898354,0.007209209551490283,0.0010152578755003772,0.0032848696049587248
Plakat für Ausstellung Baden-Baden,Itten Johannes,1965,abstract,https://uploads7.wikiart.org/images/johannes-itten/plakat-f-r-ausstellung-baden-baden-1965.jpg,40.54699213018541,4,4,0.0,32.744897959183675,0.0,0.0,41.90136054421769,0.0,0.0,3.1292517006802725,0.0,17.10204081632653,5.122448979591836,0.004283182355257976,0.011261710185369743,0.0051144545409404635,0.0006818624586012079,0.009627602384908611,0.006392738629709155
Education,Itten Johannes,1966,abstract,https://uploads0.wikiart.org/images/johannes-itten/education-1966.jpg!Large.jpg,22.873783218871306,6,2,0.0,77.4746192893401,1.6776649746192893,0.0,17.908629441624367,0.0,0.9390862944162437,1.6776649746192893,0.0,0.31725888324873097,0.005076142131979695,0.00286154523442659,0.005633336094772595,0.006966818119234476,0.004525631531309142,0.006961642177095372,0.0023882071975623816
Untitled,Itten Johannes,1966,abstract,https://uploads8.wikiart.org/images/johannes-itten/untitled-1966.jpg,30.94766309039339,5,3,0.0,79.4308176100629,0.3270440251572327,0.0,1.0188679245283019,0.0,0.018867924528301886,6.496855345911949,0.0,12.58805031446541,0.11949685534591195,0.006256220673965591,0.002032126959550997,0.0006725918808551525,0.005497131931166348,0.0009208549411137498,0.004823304680038204
Grn-Blau-Rot,Itten Johannes,1967,abstract,https://uploads3.wikiart.org/images/johannes-itten/grn-blau-rot-1967.jpg,18.858665082194495,10,1,0.0,93.22727272727272,0.0,0.0,3.419191919191919,0.0,1.6515151515151514,0.0,0.0,0.0,1.702020202020202,0.0015623122220886913,0.0036302032913843175,0.00426179604261796,0.01183359765767964,0.013309507671452338,0.013666293949558952
"Space Composition, II",Itten Johannes,,abstract,https://uploads5.wikiart.org/images/johannes-itten/untitled-1.jpg,22.751096491228072,10,3,0.0,80.65460526315789,0.8421052631578947,0.003289473684210526,10.108552631578947,0.0,0.1611842105263158,8.230263157894736,0.0,0.0,0.0,0.009196787148594378,0.002507380596109516,0.0005083668714255454,0.009286805499718581,0.0009650957053241113,0.005731510571452832
Space Composition I,Itten Johannes,,abstract,https://uploads3.wikiart.org/images/johannes-itten/untitled.jpg,27.877205882352946,9,3,0.0,77.37828947368422,0.0,0.0,16.62828947368421,0.0,0.0,5.993421052631579,0.0,0.0,0.0,0.004306326304106548,0.0020318021201413427,0.0012831087892952067,0.004609111859599362,0.009139545251894783,0.009263099682012997
Die Kontraste,Itten Johannes,,abstract,https://uploads8.wikiart.org/images/johannes-itten/die-kontraste.jpg,79.40564761115714,3,2,0.0,0.9647887323943662,1.6514084507042255,0.0,39.65845070422535,0.0,0.0,0.017605633802816902,0.0,57.5669014084507,0.14084507042253522,0.0001509433962264151,0.004629629629629629,0.003765117517304328,0.0031981724728726442,0.001918649270913277,0.00755194357126428
Plumen,Itten Johannes,,abstract,https://uploads1.wikiart.org/images/johannes-itten/plumen.jpg!Large.jpg,14.327748402731878,17,3,0.0,53.9438202247191,0.0,0.008426966292134831,11.26685393258427,0.0,34.38202247191011,0.36797752808988765,0.0,0.0056179775280898875,0.025280898876404497,0.0042164204277136885,0.0006497503590725669,0.0025916453537936915,0.0038901211397372464,0.000276529554096094,0.005299745336912382
Five o'clock tea,Evola Julius,1917,abstract,https://uploads5.wikiart.org/images/julius-evola/five-o-clock-tea-1917.jpg,64.33289878113408,11,4,0.0,11.22972972972973,0.1837837837837838,0.0,60.378378378378386,0.0,0.0,14.886486486486486,0.0,13.32162162162162,0.0,0.004671825738033821,0.0010678210678210678,0.003663003663003663,0.00034291592844487627,0.001817657241777265,0.005130286078664386
"Fucina, studio di rumori",Evola Julius,1918,abstract,https://uploads3.wikiart.org/images/julius-evola/fucina-studio-di-rumori-1918.jpg,40.55424488944514,11,4,0.0,49.17553191489362,0.0,0.0,35.69946808510638,0.0,0.6781914893617021,7.949468085106383,0.0,6.497340425531915,0.0,0.00490278009916987,0.004236107240399086,0.004057020590768888,0.004741702021462441,0.004028561109104548,0.00016649092624451968
The tendency of aesthetic idealism,Evola Julius,1918,abstract,https://uploads5.wikiart.org/images/julius-evola/the-tendency-of-aesthetic-idealism-1918.jpg,63.91695575666164,11,1,0.0,3.7307692307692304,0.02564102564102564,0.0,94.40064102564104,0.0,0.0,0.13141025641025642,0.0,1.7115384615384617,0.0,0.007216669490089785,0.00436845158868298,0.007686500583350491,0.00743670351215225,0.0036270316509837467,0.00736982826586227
Untitled,Evola Julius,1919,abstract,https://uploads6.wikiart.org/images/julius-evola/untitled-1919.jpg,52.10104405398523,10,4,0.0,31.662337662337663,5.483766233766234,0.0,46.935064935064936,0.0,0.0,3.9512987012987013,0.0,11.967532467532466,0.0,0.008057265371049173,0.0007981399868133394,0.0016209691326090705,0.007305810186780619,0.004002208114821971,0.0014073387567363471
Xilografia,Evola Julius,1919,abstract,https://uploads8.wikiart.org/images/julius-evola/xilografia-1919.jpg!Large.jpg,54.218883205456095,8,2,0.0,36.1268115942029,0.0,0.0,62.7536231884058,0.0,0.25,0.0,0.0,0.8695652173913043,0.0,0.0053025206758735306,0.004875124875124875,0.0,0.005657821340345844,0.004544540518801528,0.007793981760475674
Small table (upper surface),Evola Julius,1920,abstract,https://uploads5.wikiart.org/images/julius-evola/small-table-upper-surface-1920.jpg,52.476982953985605,16,4,0.0,24.20603015075377,0.24371859296482412,0.0,54.25879396984925,0.0,0.0,5.311557788944723,0.0,15.979899497487438,0.0,0.0030734657457285436,0.006093166481032562,0.003724029792238338,0.006265882271034219,0.007527403912862495,0.005766574585635359
Astrazione,Evola Julius,1921,abstract,https://uploads8.wikiart.org/images/julius-evola/astrazione-1921.jpg!Large.jpg,57.358326797385615,3,3,0.0,28.09333333333333,1.0533333333333335,0.0,59.89,0.0,0.0,0.12,0.0,10.843333333333334,0.0,0.0007819164060278647,0.007681488694146922,0.0054899709354479884,0.002543001448098047,0.00017932716447887525,0.008572760859428244
Composizione (Paesaggio) Dada n. 3 (o n. 2),Evola Julius,1921,abstract,https://uploads8.wikiart.org/images/julius-evola/composizione-paesaggio-dada-n-3-o-n-2-1921.jpg!Large.jpg,57.05197303921569,11,3,0.0,12.690625,0.8812499999999999,0.0,78.84687500000001,0.0,0.0,0.009375,0.0,7.571875,0.0,0.007138372054595327,0.0036960575386254663,0.004617633379841871,0.008349559420481172,0.0013722471383626749,0.006861465341232386
La libra s'infiamma e le piramidi,Evola Julius,1921,abstract,https://uploads4.wikiart.org/images/julius-evola/la-libra-s-infiamma-e-le-piramidi-1921.jpg,49.42653820148749,11,3,0.0,30.81609195402299,0.0028735632183908046,0.0,63.75574712643678,0.0,0.0,0.11206896551724137,0.0,5.313218390804598,0.0,0.0002123850844989229,0.007269422989550204,0.0036675557710960233,0.0008654262224145391,0.006169147965125429,0.007577663187020501
"Paesaggio interiore, apertura del diaframma",Evola Julius,1921,abstract,https://uploads4.wikiart.org/images/julius-evola/paesaggio-interiore-apertura-del-diaframma-1921.jpg,54.384375000000006,10,3,0.0,30.234375000000004,0.8593750000000001,0.0,44.871875,0.0,0.0,2.71875,0.0,21.315625,0.0,0.006210554585739224,0.0014824797843665768,0.005278552936825472,0.0027225060500134443,0.004679869777536625,0.004970918436358718
Composizione Dada,Evola Julius,,abstract,https://uploads1.wikiart.org/images/julius-evola/composizione-dada.jpg,37.16345189238486,8,2,0.0,35.901162790697676,0.0,0.0,64.06976744186046,0.0,0.0,0.0,0.0,0.029069767441860465,0.0,0.005324813631522897,0.002776725987630948,0.005270753592269561,0.011537496864810634,0.012995245641838352,0.00037683708076874763
Composizione futurista,Evola Julius,,abstract,https://uploads6.wikiart.org/images/julius-evola/composizione-futurista.jpg,40.30012029351618,12,2,0.0,45.25460122699386,0.0,0.0,50.40490797546012,0.0,0.0,4.196319018404908,0.0,0.1441717791411043,0.0,0.006771324619323542,0.0033480236411465272,0.007591861524445794,0.0019358407079646017,0.006252634537024027,0.006328457308849466
Untitled,Evola Julius,,abstract,https://uploads1.wikiart.org/images/julius-evola/untitled.jpg,66.96057476425685,9,3,0.0,14.515267175572518,0.0,0.0,48.73664122137404,0.0,0.0,0.0,0.0,36.74809160305343,0.0,0.0002932551319648094,0.000882909396678579,0.0069278246630558,0.010135845565041848,0.0034938541842060955,0.009504983807881567
Untitled,Evola Julius,,abstract,https://uploads3.wikiart.org/images/julius-evola/untitled-1.jpg,51.29196078431373,8,3,0.0,19.35,1.023076923076923,0.0,66.10384615384616,0.0,0.5230769230769231,2.169230769230769,0.0,10.807692307692307,0.023076923076923075,0.002877037901847142,0.005330535152151102,0.009424873287814686,0.00797615549305235,0.006300821661203116,0.008757758693988607
Untitled,Prati Lidy,1944,abstract,https://uploads4.wikiart.org/images/lidy-prati/untitled-1944.jpg,94.87700534759358,1,2,0.0,3.0454545454545454,0.0,0.0,5.019886363636364,0.0,0.014204545454545454,0.0,0.0,91.92045454545455,0.0,0.025118875335952036,0.025118875335952036,0.025118875335952036,0.0,0.0,0.0
Concreto,Prati Lidy,1945,abstract,https://uploads4.wikiart.org/images/lidy-prati/concreto-1945.jpg,53.09241486068112,4,3,0.0,5.7894736842105265,0.0,0.0,75.64802631578948,0.0,0.7138157894736842,0.0,0.0,17.19407894736842,0.6546052631578947,0.004311425276984008,0.006315575022919425,0.005731385676607831,0.006769690461739577,0.006054538520213577,0.005543972706595906
Untitled,Prati Lidy,1945,abstract,https://uploads4.wikiart.org/images/lidy-prati/untitled-1945.jpg,84.92584763071895,6,2,0.0,4.635416666666667,0.09635416666666667,0.0,20.778645833333336,0.0,0.0,0.6927083333333334,0.0,73.796875,0.0,0.007309718880394725,0.0047436344611091735,0.007137366860656638,0.007493146512336278,0.0045201303479449175,0.003445368911043507
Composición serial,Prati Lidy,1948,abstract,https://uploads5.wikiart.org/images/lidy-prati/composici-n-serial-1948.jpg,88.59890622915833,1,1,0.0,0.41496598639455784,0.0,0.0,1.9591836734693877,0.0,0.28231292517006806,0.0,0.0,97.29591836734693,0.047619047619047616,0.003576739139171322,0.0018283867675822775,0.007132132132132132,0.005604418081407241,0.0071345682726608505,0.0032484185330825784
Concret A4,Prati Lidy,1948,abstract,https://uploads6.wikiart.org/images/lidy-prati/concret-a4-1948.jpg!Large.jpg,73.2038685744568,15,1,0.0,4.243243243243243,0.0,0.0,91.1891891891892,0.0,1.2263513513513513,1.5777027027027026,0.0,1.7635135135135136,0.0,0.00018515089798185522,0.002614689802709769,0.003372120636428402,0.0018855472800980485,0.003115264797507788,0.0016469676419298585
Variaciones sobre distinto fondo,Prati Lidy,1949,abstract,https://uploads1.wikiart.org/images/lidy-prati/variaciones-sobre-distinto-fondo-1949.jpg,75.54367550941944,2,2,0.0,0.29901960784313725,0.0,0.0,51.3235294117647,0.0,0.00980392156862745,0.1176470588235294,0.0,48.25,0.0,0.0098308515252277,0.00448291853454939,0.012426674899660388,0.013142775064636599,0.01884905370056932,0.007984344422700587
"Vibrational Structure from a Circle, Series B",Prati Lidy,1951,abstract,https://uploads4.wikiart.org/images/lidy-prati/vibrational-structure-from-a-circle-series-b-1951.jpg,63.551189542483655,5,1,0.0,4.88,0.0,0.0,0.26,0.0,0.0,94.86,0.0,0.0,0.0,0.0007401315789473684,0.002432273756604881,0.011475688541312479,0.002875816993464052,0.01811314275903511,0.012519837771116205
Vibración al infinito,Prati Lidy,1953,abstract,https://uploads8.wikiart.org/images/lidy-prati/vibraci-n-al-infinito-1953.jpg!Large.jpg,84.0280024509804,66,4,0.0,0.03125,15.415624999999999,0.0,21.690625,0.0,0.0,13.981250000000001,0.0,48.55,0.33125,0.0011113426408279504,0.0013582966226138033,0.0016349961850089018,0.00818624572553625,0.0008056247253552072,0.0005770132352410834
Homenaje a Max Bill o Guatemala,Prati Lidy,,abstract,https://uploads4.wikiart.org/images/lidy-prati/homenaje-a-max-bill-o-guatemala.jpg!Large.jpg,38.10475490196079,4,3,0.0,82.9225,0.0,0.0,8.0775,0.0,0.0,0.0,0.0,9.0,0.0,0.0024219247928616953,0.008187863674147963,0.007398615232443125,0.005139278773483049,0.00708257347639849,0.0029775077455437976
unknown title,Prati Lidy,,abstract,https://uploads4.wikiart.org/images/lidy-prati/unknown-title.jpg,17.90972549019608,17,2,0.0,85.52857142857142,0.0,0.0,10.237142857142857,0.0,0.008571428571428572,4.225714285714285,0.0,0.0,0.0,0.0038407681536307262,0.0022245591328264036,0.010012210012210013,0.00703001579778831,0.003864541832669323,0.0030074584970727404
Le tumulte à la mâchoire crispée,Barbeau Marcel,1946,abstract,https://uploads3.wikiart.org/images/marcel-barbeau/le-tumulte-la-m-choire-crisp-e-1946.jpg!Large.jpg,34.799988397725954,12,2,0.0,61.73668639053255,0.050295857988165674,0.0,35.55029585798817,0.0,0.1331360946745562,1.8816568047337279,0.0,0.6479289940828402,0.0,0.0001851566116340071,0.007250848503548288,0.00027615833077631176,0.004895169483698162,0.0006166368625516433,0.0035534860923906383
Rosier-feuilles,Barbeau Marcel,1946,abstract,https://uploads6.wikiart.org/images/marcel-barbeau/rosier-feuilles-1946.jpg!Large.jpg,26.856892453951275,19,3,0.0,63.70454545454546,0.0,0.0,30.40530303030303,0.0,5.446969696969696,0.0,0.0,0.4431818181818182,0.0,0.0008677131813520549,0.000708605621604598,0.004886314379162234,0.005109862033725089,0.005350749498367235,0.009469920232622107
Virgin Forest,Barbeau Marcel,1948,abstract,https://uploads4.wikiart.org/images/marcel-barbeau/virgin-forest-1948.jpg!Large.jpg,33.94937184454621,10,2,0.0,57.964071856287426,0.0,0.0,39.8562874251497,0.0,0.005988023952095809,0.0,0.0,2.1736526946107784,0.0,0.0038138352299153513,0.0005885268244331558,0.0060153173545006355,0.005946265682886585,0.0023346303501945525,0.0034855133352005726
Combustions originelles 36,Barbeau Marcel,1953,abstract,https://uploads8.wikiart.org/images/marcel-barbeau/combustions-originelles-36-1953.jpg,65.35333333333334,15,3,0.0,10.020689655172415,0.1896551724137931,0.0,59.10689655172414,0.0,0.6517241379310345,0.3275862068965517,0.0,29.703448275862073,0.0,0.00036089357248547405,0.005434782608695652,0.002824961066241715,0.001769208549971115,3.6283153731722364e-05,0.0064371474034427886
Natashkouan,Barbeau Marcel,1956,abstract,https://uploads2.wikiart.org/images/marcel-barbeau/natashkouan-1956.jpg!Large.jpg,52.94386657101865,4,3,0.0,24.597560975609756,0.0,0.0,68.94817073170731,0.0,0.15853658536585366,0.07926829268292683,0.0,6.2073170731707314,0.009146341463414634,0.00476339705421498,0.0036975527214614732,0.0066543206001443865,0.007561733237112108,0.0058686919407481795,0.006115153035624686
Untitled,Barbeau Marcel,1957,abstract,https://uploads8.wikiart.org/images/marcel-barbeau/untitled-1957.jpg,36.47658227848101,12,3,0.0,66.95253164556962,0.0,0.0,11.64873417721519,0.0,0.0,0.0,0.0,21.39873417721519,0.0,0.007420232500618353,0.004563814719613912,0.0033257667740062293,0.00023095755000230957,0.007319437712069801,0.0003408980227914678
Untitled,Barbeau Marcel,1957,abstract,https://uploads1.wikiart.org/images/marcel-barbeau/untitled-1957-1.jpg,51.36317944899479,7,3,0.0,46.73734177215189,0.0,0.0,24.414556962025316,0.0,0.0,0.0,0.0,28.848101265822784,0.0,0.00449531930670127,0.003402187120291616,0.005688784267569026,0.011413397931612782,0.009114198443196374,0.009352768518979156
Retina - Don’t Bug Me,Barbeau Marcel,1966,abstract,https://uploads1.wikiart.org/images/marcel-barbeau/retina-don-t-bug-me-1966.jpg!Large.jpg,53.57710119223569,22,3,0.0,45.96482412060301,41.597989949748744,0.0,0.21608040201005024,0.0,0.0,12.221105527638192,0.0,0.0,0.0,0.0005502231460536774,0.006271002566612865,0.0012605643890560092,0.001881811032468262,0.005309181761399126,0.0015283140283140282
Swirling Retina,Barbeau Marcel,1967,abstract,https://uploads6.wikiart.org/images/marcel-barbeau/swirling-retina-1967.jpg,48.07789930042369,35,4,0.0,38.21608040201005,0.0,0.0,14.886934673366833,0.0,0.007537688442211056,0.035175879396984924,0.0,27.816582914572862,19.037688442211056,0.003197549441100602,0.004587774929159357,0.004763932506520466,0.00381857855361596,0.005777324654275481,0.0024882069358768337
Rétine ma jolie,Barbeau Marcel,1969,abstract,https://uploads6.wikiart.org/images/marcel-barbeau/r-tine-ma-jolie-1969.jpg!Large.jpg,68.75637008572272,27,5,0.0,15.334170854271356,5.914572864321608,0.02512562814070352,17.522613065326635,0.0,0.2135678391959799,16.50251256281407,0.0,42.824120603015075,1.663316582914573,0.0019070198948562005,0.0049345522543112405,0.004757324459926691,0.00015402782769420343,0.006142379850938062,0.006028148608092725
Méditerranée,Barbeau Marcel,1971,abstract,https://uploads3.wikiart.org/images/marcel-barbeau/m-diterran-e-1971.jpg,84.10357096480978,4,1,0.0,1.0132450331125828,1.5562913907284768,0.0,2.119205298013245,0.0,0.0,0.0,0.0,94.65894039735099,0.652317880794702,0.017874610938194754,0.008807713702948266,0.010980830076307463,0.024468304769770802,0.0016927634363097758,0.020356768100734522
Brise d'Automne,Barbeau Marcel,1975,abstract,https://uploads6.wikiart.org/images/marcel-barbeau/brise-d-automne-1975.jpg,53.53065729436429,15,3,0.0,19.927672955974842,0.42138364779874216,0.0,63.33333333333333,0.0,0.0,0.003144654088050314,0.0,16.31446540880503,0.0,0.007657862288273087,0.002080353660122221,0.0023367519148383745,0.0013647884577890426,0.007424291761641159,0.006926829268292683
Mousse d'Étoiles,Barbeau Marcel,1975,abstract,https://uploads6.wikiart.org/images/marcel-barbeau/mousse-d-toiles-1975.jpg,57.25123869907244,14,3,0.0,19.131736526946106,4.38622754491018,0.0,64.41616766467065,0.0,0.0,0.688622754491018,0.0,11.377245508982035,0.0,0.002620625867118853,0.005997835832431597,0.0013592832869941303,0.004997069619667479,0.006679448327045581,0.007754572417202175
Neigeoliale,Barbeau Marcel,1976,abstract,https://uploads2.wikiart.org/images/marcel-barbeau/neigeoliale-1976.jpg,52.9608706375632,24,3,0.0,20.59119496855346,0.0220125786163522,0.0,65.20754716981132,0.0,0.0,0.02830188679245283,0.0,14.150943396226415,0.0,0.006731926241503788,0.00588579604578564,0.008037225042301184,0.0036724081897952553,0.006895205880439732,0.004453112302941655
Reflets Printanieres,Barbeau Marcel,1989,abstract,https://uploads2.wikiart.org/images/marcel-barbeau/reflets-printanieres-1989.jpg,66.15023219814242,4,6,0.0,7.470394736842105,15.842105263157894,0.0,19.315789473684212,0.0,0.21381578947368424,16.861842105263158,0.0,28.289473684210524,12.006578947368421,0.0059965283257061705,0.008555591259640102,0.001577861390945503,0.008137146468636435,0.006494287432351173,0.0030226091161890943
Musical Theme (Oriental Symphony),Hartley Marsden,1913,abstract,https://uploads5.wikiart.org/images/marsden-hartley/musical-theme-oriental-symphony-1913.jpg,63.50571598336304,10,4,0.0,12.451515151515151,3.4151515151515155,0.0,55.0969696969697,0.0,0.24848484848484848,7.1454545454545455,0.0,21.233333333333334,0.4090909090909091,0.0004390917074394681,0.0029921259842519685,0.00589347620548377,0.0021022245928900883,0.00488096737624386,0.00621863063859339
Painting No. 48,Hartley Marsden,1913,abstract,https://uploads6.wikiart.org/images/marsden-hartley/painting-no-48-1913.jpg!Large.jpg,47.83973063973065,16,4,0.0,37.29040404040404,1.4545454545454546,0.0,47.275252525252526,0.0,1.0833333333333335,5.409090909090909,0.0,7.487373737373737,0.0,0.0010788338069676875,0.0001577660329731009,0.001659510576087243,0.005659830994814015,0.0056182738974467185,0.0016884761502743773
Abstraction,Hartley Marsden,1914,abstract,https://uploads3.wikiart.org/images/marsden-hartley/abstraction-1914.jpg!Large.jpg,46.32919261822376,19,4,0.0,39.997058823529414,0.0058823529411764705,0.0,37.72352941176471,0.0,1.9029411764705881,10.15,0.0,10.220588235294118,0.0,0.004811721975599913,0.0018682858477347033,0.004084814468350483,0.005251709136109384,0.006659371580428326,0.0024962556165751375
